FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,AUS,Australia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,56.951,57.553,57.6,56.428,54.417,55.109,55.784,56.887,56.936,57.872,59.26,59.332,57.096,56.129,55.669,56.827,58.168,58.123,57.854,58.17,58.458,59.18,59.044,59.345,59.829,60.048,61.168,61.679,62.342,62.719,61.806,61.998,62.114,61.766,61.283,60.783,61.074,61.175,61.537,62.232,62.655,60.825,62.738,64.354,64.707
A,Annual,AUT,Austria,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,52.05,,52.76,51.69,52.61,52.33,52.86,52.91,52.84,53.16,53.64,53.9,54.55,54.28,56.975,56.843,55.711,55.402,55.592,56.195,55.934,55.904,56.071,56.323,54.576,55.135,55.834,56.893,57.558,57.107,57.343,57.558,57.67,57.538,57.16,57.115,57.427,57.703,58.298,58.514,57.651,57.202,58.442,58.365
A,Annual,AZE,Azerbaijan,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99,,,47.27,46.9,46.56,46.19,68.424,67.272,66.175,65.153,64.278,63.475,62.71,62.15,61.59,61.32,61.6,60.9,61.2,61.4,61.9,62.1,62.7,62.9,63.0,62.453,61.036,61.855,62.0,
A,Annual,BDI,Burundi,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,75.003,,,,,,,,77.7,,,77.76,,,77.748,,,
A,Annual,BEL,Belgium,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,37.24,,37.65,37.53,,,44.769,43.828,44.298,44.246,43.58,43.717,44.389,44.834,45.831,46.306,45.713,45.476,45.813,45.626,45.999,46.112,47.421,48.849,47.747,47.651,47.404,48.199,48.801,48.735,49.589,49.934,49.244,49.586,49.4,49.233,49.047,48.946,48.788,48.952,50.021,50.965,51.475,50.83,51.079,52.026,51.946
A,Annual,BEN,Benin,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.55,,,,,,,74.52,69.978,,,,,,,,74.183,,,74.995,
A,Annual,BFA,Burkina Faso,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,,,,,,,,,76.6,,,,,,,,,82.6,,,71.01,,,,,,,,61.371,,,,42.785,76.407,,,70.943,44.915
A,Annual,BGD,Bangladesh,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,54.11,54.17,54.65,,,84.8,,83.86,,,,,78.71,,,,69.71,,,54.82,,,55.986,,,,56.597,,,54.649,,,56.09,55.778,,,,,59.03,
A,Annual,BGR,Bulgaria,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.041,41.139,41.618,43.066,44.466,44.679,46.702,48.979,50.79,49.407,47.905,46.599,46.566,46.925,47.958,49.124,49.292,51.942,52.44,54.188,52.7,52.347,54.156,53.251
A,Annual,BHR,Bahrain,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,35.75,,,,,,,,,,,39.4,61.08,40.0,41.3,41.7,40.6,39.9,41.1,41.6,42.9,44.4,62.1,48.8,52.9,57.8,55.88,82.09,59.9,,63.89,71.25,70.16,,,,70.93,,,,,,,,
A,Annual,BHS,"Bahamas, The",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,32.32,,,,,,,,,,45.19,,64.6,63.3,65.8,67.13,65.8,65.2,67.6,65.21,69.4,,70.9,69.4,,67.96,,,,69.7,62.94,,62.1,64.05,,,,,,,70.208,,,,89.222
A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.85,,,,,29.394,30.834,33.215,32.784,32.102,31.615,31.526,31.419,31.476,31.735,32.115,33.608,34.195,35.242,40.092,43.306,44.71,46.335
A,Annual,BLR,Belarus,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.69,,,,,,,,,,,,57.7,,,,,,81.3,66.686,67.236,67.543,67.725,67.456,67.307,67.701,67.315
A,Annual,BLZ,Belize,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.24,,48.45,51.41,50.26,51.72,,,,,,54.99,,,,,,,57.8,57.402,58.258,58.678,59.752,59.811,61.005,63.414,51.128,,,
A,Annual,BMU,Bermuda,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.44,,,,,,,,,69.75,70.129,,,,,,,,,,,,,
A,Annual,BOL,Bolivia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,53.96,51.43,50.69,,,45.99,44.05,44.17,,48.42,55.693,54.2,56.268,49.5,52.0,63.38,87.36,39.31,,68.702,71.56,70.5,68.4,70.0,70.0,66.383,69.467,47.18,69.944,69.973,,70.353,67.204,67.614,69.932,64.989,65.003,66.125,69.272,71.428,64.177,73.831,75.487,76.01
A,Annual,BRA,Brazil,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,62.45,,,59.13,,,,,,,,,64.35,64.12,64.64,64.31,61.57,61.324,,64.058,67.57,,61.758,59.521,59.727,59.082,58.994,,59.895,60.678,60.193,61.415,61.695,61.989,61.918,62.406,61.789,,60.704,59.162,59.217,59.224,58.358,56.479,55.973,56.308,56.953,52.031,54.076,57.499,57.768
A,Annual,BRB,Barbados,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,34.55,,,,,54.41,,,53.86,54.6,55.82,59.17,57.27,,,,,,,,,,,,,,,,,,,60.25,59.48,60.0,58.5,58.92,56.06,57.693,60.039,58.841,58.287,57.074,,53.234,,
A,Annual,BRN,Brunei Darussalam,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,57.58,,,,,,,,,,62.56,,,,,,,,,,63.06,,,,,,,,,,,,,61.458,,,56.884,59.706,59.948,60.384,60.623,59.528,60.485
A,Annual,BTN,Bhutan,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.59,59.6,,,66.94,65.89,65.25,63.08,60.0,60.96,61.6,,,60.506,64.559,64.415,65.775,59.341,62.962
A,Annual,BWA,Botswana,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,53.85,,,,,,50.5,,,47.7,,41.066,,46.22,,48.62,,,40.76,,,48.387,,,52.131,48.56,,,55.67,,,,,,51.056,52.356,49.351,49.347,51.97
A,Annual,CAN,Canada,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,57.143,56.879,57.486,58.879,59.426,60.087,57.287,56.947,57.668,58.752,59.764,60.61,61.661,62.187,61.685,59.709,58.345,57.904,58.382,58.673,58.451,58.968,59.735,60.56,61.272,61.149,61.737,62.444,62.638,62.604,62.836,63.307,63.349,61.584,61.569,61.797,61.903,62.047,61.654,61.582,61.283,61.802,61.955,62.295,58.107,60.468,61.982,62.06
A,Annual,CEB,Central Electricity Board (CEB),WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47193951269953,,54.2020664834946,53.81753941797528,52.83904443766171,50.39135991380468,49.5464724689246,47.96581579410876,47.79905894047619,47.83177749303523,47.9773393005356,49.16008134219263,50.47859258558954,51.36317868240311,50.45483637506587,49.92157322561476,49.8382888189177,50.10683329293654,50.16562915239007,51.22057506723274,51.90132741613432,52.62249946937582,53.86850258702713,54.4952742827487,54.86453783319966,54.31909148575941,54.49429142548638,55.29409162524426,55.41183809920272
A,Annual,CHE,Switzerland,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,48.72,49.14,50.14,,,,,51.34,52.18,,54.07,55.09,56.22,63.684,63.223,62.749,61.826,62.183,65.011,64.582,65.545,65.726,65.57,66.113,65.74,65.053,64.37,64.005,64.661,65.16,65.903,65.429,63.778,64.481,64.491,64.331,64.632,64.876,65.197,65.161,65.256,65.233,64.597,64.251,64.312,64.916
A,Annual,CHL,Chile,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,42.43,42.54,37.93,40.58,,,,,,,47.691,,51.004,,50.926,,52.281,52.391,52.419,50.38,50.098,49.315,48.984,49.684,49.825,50.554,51.749,52.465,53.15,51.891,55.209,57.091,57.499,57.88,57.918,58.149,58.008,58.383,58.389,58.346,50.196,52.211,55.177,55.976
A,Annual,CHN,China,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.44,75.34,74.43,73.82,73.23,72.8,72.44,72.02,71.43,70.89,69.18,68.89,68.74,68.61,68.47,68.36,68.17,67.93,67.66,67.35,,,,
A,Annual,CIV,Cote d'Ivoire,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36,,,65.85,,,,,,,,,,,,,,62.411,72.142,,,65.562,54.227,,63.131,,,65.598,
A,Annual,CMR,Cameroon,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,65.81,,,,,,,,,,,62.84,,,,,57.1,,,,,,79.224,,,73.1,,,,69.551,,,,,,,63.177,,
A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.442,,,,,,,63.064,,,,,,,,62.51,,,
A,Annual,COG,"Congo, Rep.",WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.473,,,,36.003,,,,,,,,,,,,,,
A,Annual,COL,Colombia,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,18.16,,,,,,,,,56.12,55.22,61.09,60.71,65.81,65.02,,,56.14,55.69,54.41,51.54,57.463,56.952,58.52,57.539,58.111,,56.729,56.926,58.875,59.598,60.569,61.293,61.053,61.096,61.275,60.492,60.015,59.131,57.709,53.279,55.389,56.498,57.623
A,Annual,COM,Comoros,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.485,,,,,,,,,,40.847,,,,,,,52.77,,
A,Annual,CPV,Cabo Verde,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.293,52.82,,,,,43.63,,51.94,48.8,50.95,,,,
A,Annual,CRI,Costa Rica,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.587,55.938,56.045,55.074,57.171,57.053,58.629,57.904,55.753,54.968,54.85,58.472,58.43,58.734,57.523,54.861,55.223,56.604,57.318,50.666,52.416,54.527,52.1
A,Annual,CSS,Caribbean small states,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.78618399098123,,,,,,,55.7307528054808,,,,
A,Annual,CUB,Cuba,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.33,,51.86,52.8,,54.67,53.63,53.81,71.62,70.5,,,,,,,,,,
A,Annual,CUW,Curacao,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,"Employment to population ratio, 15+, total (%) (national estimate)",PT,Percentage,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.22,,52.13,47.93,49.19,,,48.31,,45.62,,,
